category,sub_category,job_title,province,job_location,job_company,job_industry,job_finance,job_scale,job_welfare,job_salary_range,job_experience,job_education,job_skills,create_time
后端开发,Java,高级/资深java工程师,浙江,杭州·西湖区·西溪,墅泽智家,智能硬件,不需要融资,20-99人,定期体检，补充医疗保险，年终奖，五险一金,28-50K·13薪,5-10年,大专,"Java,SpringCloud,MySQL,Redis",2024-08-31
后端开发,Java,蚂蚁国际-高级JAVA开发工程师-钱包科技,浙江,杭州·西湖区·西溪,蚂蚁集团,互联网,D轮及以上,10000人以上,年终奖，股票期权，住房补贴，带薪年假，交通补助，加班补助，员工旅游，定期体检，餐补，零食下午茶，免费班车，五险一金，全勤奖，通讯补贴，节日福利，包吃,30-60K·16薪,3-5年,本科,"Java,Spring,Kafka,MySQL,Redis",2024-08-31
后端开发,Java,资深java开发工程师,浙江,杭州·西湖区·西溪,阿里云,互联网,不需要融资,10000人以上,年终奖，五险一金，免费班车，餐补，节日福利，带薪年假，定期体检，绩效奖金,30-60K,3-5年,本科,"不接受居家办公,Java,Spring,JVM,MySQL,Redis,,,",2024-08-31
后端开发,Java,后端开发实习生-飞书企业应用,浙江,杭州·西湖区·西溪,北京字节跳动,互联网,不需要融资,10000人以上,带薪年假，餐饮及下午茶，家属自选保险，绩效奖金，免费健身设施，定期体检，年度体检，家庭关爱假，五险一金，弹性工作制，加班补助，法定节假日三薪，年终奖，包吃，补充医疗保险，节假日加班费，零食下午茶，就近租房补贴，意外险，节日礼品,200-250元/天,4天/周,3个月,"Java,C++,SpringCloud,Redis,MySQL",2024-08-31
后端开发,Java,开发实习生,浙江,杭州,图讯科技,计算机软件,不需要融资,100-499人,员工旅游，补充医疗保险，餐补，定期体检，带薪年假，五险一金，年终奖，交通补助，股票期权，通讯补贴，节日福利,130-180元/天,4天/周,6个月,"Java,Spring,MySQL",2024-08-31
后端开发,Java,FreeSwitch开发,浙江,杭州,某中型已上市计算机软件公司,计算机软件,已上市,100-499人,定期体检，员工旅游，五险一金，餐补，通讯补贴，节日福利,15-25K,经验不限,本科,"Java,C++,C,SpringCloud,MySQL,呼叫中心,",2024-08-31
后端开发,Java,高级Java开发工程师,浙江,杭州·西湖区·文三路,英祐科技,电子商务,D轮及以上,500-999人,零食下午茶，带薪年假，年终奖，股票期权，五险一金，定期体检，节日福利,25-35K·14薪,10年以上,本科,"Java,中大型项目架构设计经验,架构师,分布式技术,Redis,,,,,,,,,",2024-08-31
后端开发,Java,高级java工程师,浙江,杭州·滨江区·长河,阿里巴巴国际事业部,互联网,已上市,10000人以上,餐补，包吃，员工旅游，住房补贴，股票期权，定期体检，五险一金，节日福利，年终奖，补充医疗保险，免费班车，带薪年假,30-50K·16薪,3-5年,本科,"Java,支付,MySQL,Redis,后端工程师,资金,,",2024-08-31
后端开发,Java,java实习生,浙江,杭州·钱塘区·和达东东城,星云科技,电子商务,A轮,100-499人,定期体检，年终奖，节日福利，全勤奖，带薪年假，员工用车，五险一金，员工旅游，每月团建基金，股票期权，零食下午茶，差旅补贴,150-180元/天,4天/周,3个月,"Java,Spring,MySQL,实习,本科",2024-08-31
后端开发,Java,供应链库存开发工程师,浙江,杭州·余杭区·仓前,阿里巴巴集团,互联网,已上市,10000人以上,五险一金，股票期权，节日福利，交通补助，年终奖，员工旅游，补充医疗保险，餐补，免费班车，零食下午茶,25-40K·16薪,经验不限,本科,"Java,供应链,高并发",2024-08-31
后端开发,Java,高级后端工程师,浙江,杭州,某互联网公司,互联网,A轮,20-99人,五险一金，年终奖，餐补，团建聚餐，股票期权，带薪年假，定期体检，零食下午茶，节日福利,30-45K·16薪,3-5年,本科,"Java,Golang,Spring,SpringCloud,Kafka,MySQL,",2024-08-31
后端开发,Java,蚂蚁集团-SRE专家-国内【平台工程】,浙江,杭州·西湖区·西溪,蚂蚁集团,互联网,D轮及以上,10000人以上,员工旅游，定期体检，补充医疗保险，团建聚餐，年终奖，加班补助，夜班补助，餐补，五险一金，法定节假日三薪，节日福利，绩效奖金，生日福利，意外险，免费班车，股票期权，带薪年假,30-60K·15薪,5-10年,本科,"Java,其他,架构设计经验,Python",2024-08-31
后端开发,Java,Java开发工程师-上海/杭州,浙江,杭州,某大型知名互联网公司,互联网,10000人以上,无,,40-70K·15薪,5-10年,本科,不接受居家办公,2024-08-31
后端开发,Java,服务端研发工程师-生活服务（用户增长）,浙江,杭州,某大型互联网上市公司,互联网,D轮及以上,10000人以上,定期体检，年终奖，零食下午茶，餐补，补充医疗保险，股票期权，五险一金，节日福利,30-55K,经验不限,本科,"Java,Spring,MySQL",2024-08-31
后端开发,Java,资深Java开发工程师（须有算法工程经验）,浙江,杭州·西湖区·西溪,浙江意竞网络科技,游戏,天使轮,500-999人,年终奖，生日福利，带薪年假，节日福利，五险一金,20-30K,5-10年,本科,"Java,MyBatis,MySQL",2024-08-31
后端开发,Java,Java开发工程师（线上面试/大厂直招）,浙江,杭州,某大型互联网公司,计算机软件,不需要融资,10000人以上,意外险，交通补助，加班补助，餐补，零食下午茶，保底工资，股票期权，定期体检，节假日加班费，节日福利，五险一金，员工旅游，补充医疗保险，年终奖，夜班补助，免费班车，法定节假日三薪，绩效奖金,15-30K·16薪,经验不限,本科,"Java,C++,Python,Spring,SpringCloud,MyBatis,,,",2024-08-31
后端开发,Java,Java开发工程师（微服务方向）(J10315),浙江,杭州·西湖区·西溪,收钱吧,互联网金融,C轮,1000-9999人,零食下午茶，员工旅游，团建聚餐，五险一金，节日福利，餐补，绩效奖金，带薪年假，年终奖,15-30K·14薪,3-5年,本科,"后端工程师,计算机/软件工程相关经验,Java开发经验,",2024-08-31
后端开发,Java,资深风控Java开发,浙江,杭州·滨江区·长河,网易,互联网,已上市,10000人以上,五险一金，补充医疗保险，全勤奖，包吃，节日福利，免费班车，年终奖，带薪年假，定期体检,30-45K·16薪,3-5年,本科,"Java,Spring,Redis,不接受居家办公,架构设计经验,风控",2024-08-31
后端开发,Java,高级java开发/资深java开发(J10207),浙江,杭州,新中大科技,计算机软件,已上市,500-999人,员工旅游，餐补，带薪年假，股票期权，通讯补贴，交通补助，周末双休，年终奖，五险一金，定期体检,15-25K,3-5年,本科,"Java,Spring,MySQL,不接受居家办公",2024-08-31
后端开发,Java,高级java开发工程师（提供住宿，ERP优先）,浙江,杭州·上城区·钱江新城,南京思美软件,互联网,未融资,100-499人,交通补助，餐补，定期体检，带薪年假，员工旅游，年终奖，加班补助，节日福利，五险一金，零食下午茶,14-17K,5-10年,大专,"Java,SpringCloud,Nginx,Docker,不接受居家办公,,,,,,,,,",2024-08-31
后端开发,Java,Java工程师,浙江,杭州·余杭区·仓前,小数汇智,互联网,天使轮,20-99人,团建聚餐，有无线网，带薪年假，生日福利，股票期权，节日福利，员工旅游，年终奖，五险一金，意外险，定期体检，零食下午茶,25-30K,3-5年,本科,"Java,SpringCloud,Hadoop,不接受居家办公,,",2024-08-31
后端开发,Java,中级java开发工程师,浙江,杭州·上城区·望江,邦睿科技,计算机软件,C轮,100-499人,通讯补贴，五险一金，加班补助，住房补贴，团建聚餐，绩效奖金，高温补贴，交通补助，年终奖，定期体检，零食下午茶，带薪年假，节日福利，生日福利,14-20K,5-10年,本科,"Java,Golang,SpringCloud,MySQL,Redis,微服务经验,,,",2024-08-31
后端开发,Java,Java,浙江,杭州·西湖区·古荡,百世集团,快递,已上市,10000人以上,节日福利，高温补贴，交通补助，生日福利，包住，餐补，有无线网，住房补贴，宿舍有空调，定期体检，通讯补贴，免费工装，包吃，绩效奖金，带薪年假，五险一金，意外险，团建聚餐,14-22K,3-5年,本科,"Java,Spring,MyBatis,Tomcat,Redis,MySQL,,,,",2024-08-31
后端开发,Java,Java开发工程师(中高级),浙江,杭州,某大型知名移动互联网公司,移动互联网,10000人以上,无,,35-55K·16薪,3-5年,本科,"分布式技术,微服务架构,负载均衡技术,Spring,Redis,,,",2024-08-31
后端开发,Java,JAVA开发工程师--电商方向,浙江,杭州·西湖区·西湖,CJ,互联网,不需要融资,500-999人,生日福利，节日福利，团建聚餐，全勤奖，带薪年假，定期体检，零食下午茶，五险一金,16-18K,3-5年,本科,"Java,不接受居家办公,大数据处理经验,SaaS,分布式技术,,,,,,,,,",2024-08-31
后端开发,Java,后端/资深后端研发工程师-国际电商治理方向,浙江,杭州,某大型知名互联网公司,互联网,D轮及以上,10000人以上,五险一金，节日福利，定期体检，零食下午茶，补充医疗保险，年终奖，股票期权，餐补,50-80K,3-5年,本科,"Java,C++,Golang,Spring,SpringCloud,MyBatis,,,,,,,",2024-08-31
后端开发,Java,资深java开发工程师,浙江,杭州·西湖区·翠苑,哈啰普惠,互联网,D轮及以上,1000-9999人,五险一金，定期体检，带薪年假，年终奖，加班补助，团建聚餐，节假日加班费，股票期权，节日福利,30-45K·14薪,3-5年,本科,Java,2024-08-31
后端开发,Java,JAVA 开发工程师,浙江,杭州,某大型知名培训公司,培训/辅导机构,10000人以上,无,,30-40K,1-3年,本科,"Java,Spring,MySQL,微服务经验,分布式经验,数据工程,",2024-08-31
后端开发,Java,java开发,浙江,杭州·滨江区·长河,施强数智健康产业,生物/制药,不需要融资,1000-9999人,高温补贴，股票期权，保底工资，底薪加提成，餐补，带薪年假，年终奖，通讯补贴，工龄奖，节日福利，绩效奖金，团建聚餐，五险一金，补充医疗保险，交通补助,150-200元/天,4天/周,3个月,"Java,Spring,SpringCloud,MyBatis,MySQL,Redis,",2024-08-31
后端开发,Java,技术leader,浙江,杭州·萧山区·西兴,万向区块链,互联网,不需要融资,100-499人,餐补，通讯补贴，定期体检，带薪年假，员工旅游，节日福利，零食下午茶，年终奖，加班补助，补充医疗保险，五险一金,25-35K·15薪,5-10年,本科,"Java,SpringCloud,Oracle,团队管理经验,供应链金融",2024-08-31
后端开发,C/C++,c/c++开发工程师（多方向 双休）,浙江,杭州,某500强上市公司,计算机软件,不需要融资,10000人以上,夜班补助，交通补助，法定节假日三薪，股票期权，免费班车，绩效奖金，员工旅游，意外险，保底工资，定期体检，节日福利，五险一金，餐补，节假日加班费，补充医疗保险，年终奖，加班补助，零食下午茶,15-30K·14薪,经验不限,本科,"C++,C,C#,MFC",2024-08-31
后端开发,C/C++,游戏开发工程师,浙江,杭州·西湖区·西溪,不鸣科技,游戏,不需要融资,100-499人,团建聚餐，生日福利，节日福利，节假日加班费，零食下午茶，年终奖，带薪年假，餐补，五险一金，定期体检，员工旅游，法定节假日三薪,15-30K,1-3年,本科,"C++,C",2024-08-31
后端开发,C/C++,程序语言与编译器优化,浙江,杭州,某大型互联网上市公司,互联网,已上市,10000人以上,股票期权，节日福利，五险一金，补充医疗保险，免费班车，交通补助，餐补，员工旅游，年终奖，零食下午茶,35-65K·16薪,5-10年,本科,"C++,Java,编译器开发经验,gcc",2024-08-31
后端开发,C/C++,高级游戏服务端开发工程师（slg+X新项目）,浙江,杭州·西湖区·西溪,ONEMT,游戏,未融资,500-999人,生日福利，节日福利，带薪年假，零食下午茶，餐补，员工旅游，定期体检，全勤奖，团建聚餐，节假日加班费，加班补助，法定节假日三薪，年终奖，绩效奖金，五险一金,20-30K·14薪,5-10年,本科,"C++,游戏后端经验,skynet",2024-08-31
后端开发,C/C++,驱动开发-SRv6,浙江,杭州,某小型人力资源服务公司,人力资源服务,不需要融资,0-20人,年终奖，节日福利，全勤奖，五险一金，定期体检,25-40K·15薪,3-5年,本科,"C,Linux开发/部署经验,EVPN,OSPF/ISIS/BGP/MPLS,",2024-08-31
后端开发,C/C++,高级pc客户端开发工程师,浙江,杭州,某大型知名计算机服务公司,计算机服务,10000人以上,无,,50-80K,5-10年,本科,"C++,QT,音视频经验,Windows,macOS,IDA",2024-08-31
后端开发,C/C++,资深开发工程师/技术专家,浙江,杭州·西湖区·西溪,凌迪科技,互联网,B轮,500-999人,餐补，交通补助，员工旅游，免费工装，团建聚餐，年终奖，购房无息借款，带薪年假，工龄奖，五险一金，股票期权，零食下午茶，绩效奖金，生日福利，节日福利，定期体检,30-60K,5-10年,本科,"C++,计算机相关专业,Qt项目开发经验,C++服务端开发经验,,,",2024-08-31
后端开发,C/C++,棋牌游戏服务端主程,浙江,杭州,某小型互联网游戏公司,游戏,A轮,20-99人,带薪年假，员工旅游，五险一金，定期体检，节日福利，零食下午茶，全勤奖，年终奖，餐补,30-50K·16薪,10年以上,本科,"C++,C,Lua,团队管理经验,Linux开发/部署经验,,,,",2024-08-31
后端开发,C/C++,c++开发工程师,浙江,杭州·拱墅区·拱宸桥,光寻未来,智能硬件,0-20人,无,五险一金，年终奖，绩效奖金，包住,8-12K·13薪,1-3年,本科,"C++,C,QT,嵌入式软件经验",2024-08-31
后端开发,C/C++,c++开发,浙江,杭州·滨江区·浦沿,美西蜥蜴,互联网,20-99人,无,,11-16K,1-3年,本科,"C++,不限,不限",2024-08-31
后端开发,C/C++,游戏C++服务端开发,浙江,杭州·滨江区·西兴,金山西山居,游戏,不需要融资,1000-9999人,岗位晋升，技能培训，绩效奖金，五险一金，生日福利，节日福利，带薪年假，补充医疗保险，定期体检，免费班车，年终奖，海景办公，团建聚餐，餐补，员工旅游,15-30K,1-3年,本科,"游戏引擎,Lua,C++,后端开发,游戏开发,服务器端开发",2024-08-31
后端开发,C/C++,C++信奥赛老师,浙江,杭州·拱墅区·蓝钻天城购物中心,517编程教育,在线教育,未融资,20-99人,生日福利，保底工资，员工旅游，绩效奖金，五险一金，加班补助，节日福利，底薪加提成，团建聚餐，节假日加班费，年终奖,10-15K,1年以内,本科,C++,2024-08-31
后端开发,C/C++,linux开发工程师,浙江,杭州·西湖区·西溪,之江易算,计算机软件,20-99人,无,高温补贴，加班补助，年终奖，交通补助，餐补，五险一金，通讯补贴，带薪年假，定期体检，夜班补助，生日福利，节日福利，零食下午茶，团建聚餐,10-15K·14薪,1-3年,本科,"C++,C,MySQL,Linux开发/部署经验,嵌入式软件经验",2024-08-31
后端开发,C/C++,华为od：昇腾加速库开发工程师,浙江,杭州·滨江区·长河,华为,计算机软件,不需要融资,10000人以上,意外险，节假日加班费，节日福利，法定节假日三薪，餐补，零食下午茶，员工旅游，补充医疗保险，加班补助，免费班车，交通补助，定期体检，绩效奖金，保底工资，年终奖，股票期权，五险一金，夜班补助,15-30K·15薪,经验不限,本科,"Python,深度学习,pytorch,Tensorflow",2024-08-31
后端开发,C/C++,【2025】【计算产品线算法岗位校招】,浙江,杭州·滨江区·长河,上海华为技术有限公司,通信/网络设备,不需要融资,10000人以上,法定节假日三薪，员工旅游，有无线网，补充医疗保险，团建聚餐，零食下午茶，保底工资，绩效奖金，股票期权，节假日加班费，定期体检，生日福利，节日福利，年终奖，带薪年假，五险一金，意外险，免费班车，加班补助,15-30K,在校/应届,本科,"C++,C,嵌入式软件经验",2024-08-31
后端开发,C/C++,腾讯编程系统中心-编译器工程师(杭州),浙江,杭州·西湖区·西溪,腾讯互娱,游戏,不需要融资,10000人以上,定期体检，全勤奖，餐补，五险一金，年终奖，免费班车，带薪年假，节日福利，住房补贴，补充医疗保险，股票期权，员工旅游,30-50K·16薪,3-5年,本科,"C++,编译器开发经验",2024-08-31
后端开发,C/C++,C++中级软件工程师,浙江,杭州,云甲科技,医疗器械,A轮,100-499人,全勤奖，意外险，五险一金，年终奖，补充医疗保险，绩效奖金，带薪年假，零食下午茶，节日福利,12-24K·13薪,3-5年,本科,"C++,Qt项目开发经验,计算机相关专业,STL",2024-08-31
后端开发,C/C++,游戏服务端开发,浙江,杭州·滨江区·长河,东方云起信息数据...,互联网,未融资,100-499人,带薪年假，定期体检，健康关怀，五险一金，员工旅游，节日福利，零食下午茶，年终奖,18-25K,3-5年,本科,"Skynet,服务器端开发,MySQL,MacOS,Windows,,,",2024-08-31
后端开发,C/C++,c++服务器开发工程师,浙江,杭州·滨江区·浦沿,日京科技,计算机软件,未融资,0-20人,年终奖，保底工资，绩效奖金，五险一金,15-30K,3-5年,大专,"数据结构,游戏开发,服务器端开发,SQL,Socket技术,",2024-08-31
后端开发,C/C++,高级/资深音视频开发 MJ003522,浙江,杭州·西湖区·西溪,涂鸦智能,互联网,已上市,1000-9999人,股票期权，每月团建费，员工旅游，加班补助，定期体检，带薪年假，每年outing，通讯补贴，交通补助，节日福利，年终奖，五险一金,15-16K·15薪,1-3年,本科,"音视频经验,C++,OpenGL,IoT,P2P,WebRTC",2024-08-31
后端开发,C/C++,广告服务端开发工程师（C++/JAVA）,浙江,杭州·钱塘区·工业园南,上海从鲸信息技术,互联网,未融资,500-999人,五险一金,35-65K·18薪,经验不限,本科,C++,2024-08-31
后端开发,C/C++,GPU性能工具开发专家-杭州,浙江,杭州·余杭区·仓前,沐曦,电子/半导体/集成电路,100-499人,无,,25-50K·13薪,5-10年,本科,"C++,Linux开发/部署经验",2024-08-31
后端开发,C/C++,编译器开发工程师,浙江,杭州,某半导体公司,半导体/芯片,B轮,20-99人,全勤奖，带薪年假，零食下午茶，节日福利，员工旅游，加班补助，五险一金，股票期权，定期体检，年终奖,25-50K·15薪,经验不限,本科,"C++,C,OpenGL,编译器开发经验,编译器,mlir,tvm",2024-08-31
后端开发,C/C++,c/c++,浙江,杭州,某500强上市公司,互联网,1000-9999人,无,,40-65K·14薪,5-10年,本科,"C++,C语言,Linux开发/部署经验,内核,网络,虚拟化",2024-08-31
后端开发,C/C++,岗位名称：GPURDMA驱动开发/交换机驱动开发,浙江,杭州,深圳某中型半导体/芯片公司,半导体/芯片,A轮,100-499人,生日福利，年终奖，餐补，零食下午茶，法定节假日三薪，节日福利，团建聚餐，定期体检，五险一金,50-70K·15薪,经验不限,本科,"Linux开发/部署经验,嵌入式软件经验,DPDK,智能网卡,",2024-08-31
后端开发,C/C++,c++工程师,浙江,杭州,某大型机械设备公司,机械设备/机电/重工,未融资,500-999人,,20-35K,5-10年,本科,"C++,OpenGL,Linux开发/部署经验",2024-08-31
后端开发,C/C++,通信软件开发工程师,浙江,杭州·滨江区·长河,杭州青盛文化艺术,文化艺术/娱乐,0-20人,无,,20-30K·14薪,1-3年,本科,"Linux开发/部署经验,嵌入式软件经验,鸿蒙系统开发经验",2024-08-31
后端开发,C/C++,高性能网络研发工程师,浙江,杭州·西湖区·西溪,阿里云,互联网,不需要融资,10000人以上,餐补，带薪年假，年终奖，绩效奖金，定期体检，五险一金，免费班车，节日福利,25-50K·16薪,3-5年,本科,"Golang,C,架构设计经验,Linux开发/部署经验",2024-08-31
后端开发,C/C++,C++,浙江,杭州·余杭区·仓前,杭州瑞网广通,计算机软件,A轮,20-99人,通讯补贴，五险一金，节日福利，交通补助，高温补贴，员工旅游，年终奖，加班补助，零食下午茶，餐补，带薪年假,16-32K,1-3年,本科,"Linux,流媒体转封装,视频编解码",2024-08-31
后端开发,C/C++,linux高级开发工程师,浙江,杭州·滨江区·长河,华为云计算,计算机服务,不需要融资,10000人以上,生日福利，保底工资，意外险，年终奖，带薪年假，定期体检，加班补助，五险一金，夜班补助，节假日加班费，员工旅游，绩效奖金，补充医疗保险，法定节假日三薪,15-30K·14薪,经验不限,本科,"C++,C语言,Java",2024-08-31
后端开发,PHP,PHP工程师（双休、五险一金）,浙江,杭州·滨江区·长河,杭州北极狼网络科技,游戏,未融资,20-99人,零食下午茶，年终奖，全勤奖，员工旅游，带薪年假，股票期权，节日福利，五险一金,12-18K,3-5年,本科,"PHP,Laravel/Yii/ThinkPHP,MySQL/Redis/MongoDB,,",2024-08-31
后端开发,PHP,php开发工程师,浙江,杭州·萧山区·西兴,凯美晨,电子商务,未融资,100-499人,节日福利，带薪年假，通讯补贴，股票期权，高温补贴，员工旅游，零食下午茶，全勤奖，五险一金，年终奖，团建聚餐,15-20K,1-3年,本科,PHP,2024-08-31
后端开发,PHP,PHP开发工程师,浙江,杭州,山淼传媒,文化艺术/娱乐,未融资,20-99人,餐补，团建聚餐，年终奖，底薪加提成，带薪年假，住房补贴，五险一金，节日福利,15-22K,5-10年,本科,PHP开发经验,2024-08-31
后端开发,PHP,资深后端研发/架构师（PHP）,浙江,杭州·西湖区·西溪,凌迪科技,互联网,B轮,500-999人,绩效奖金，股票期权，免费工装，餐补，团建聚餐，定期体检，节日福利，交通补助，购房无息借款，带薪年假，五险一金，工龄奖，零食下午茶，年终奖，员工旅游，生日福利,30-50K,5-10年,本科,"PHP,计算机相关专业,PHP开发经验,架构设计经验,DDD,",2024-08-31
后端开发,PHP,php工程师,浙江,杭州·萧山区·新街,holdwell,进出口贸易,不需要融资,100-499人,底薪加提成，保底工资，团建聚餐，绩效奖金，补充医疗保险，带薪年假，全勤奖，员工旅游，五险一金，年终奖，生日福利，股票期权，定期体检，节日福利,15-20K·13薪,3-5年,大专,"PHP,MySQL/Redis/MongoDB,PHP开发经验,,,,",2024-08-31
后端开发,PHP,PHP程序员,浙江,杭州·拱墅区·万达广场,杭州神尼科技,移动互联网,不需要融资,20-99人,,13-15K,5-10年,大专,"PHP,MySQL,Linux,vue",2024-08-31
后端开发,PHP,兼职php开发工程师,浙江,杭州·余杭区·仓前,有信科技,计算机软件,未融资,20-99人,,100-150元/时,3-5年,本科,"PHP,计算机相关专业,PHP开发经验",2024-08-31
后端开发,PHP,资深php开发工程师,浙江,杭州·西湖区·西溪,墅泽智家,智能硬件,不需要融资,20-99人,年终奖，定期体检，补充医疗保险，五险一金,28-45K·13薪,3-5年,大专,"PHP,PHP开发经验,服务端开发经验",2024-08-31
后端开发,PHP,PHP开发工程师,浙江,杭州·拱墅区·东新,泛远国际,跨境物流,已上市,500-999人,节日福利，补充医疗保险，工会福利，年终奖，加班补助，五险一金，通讯补贴，定期体检，餐补，股票期权，定期团建，零食下午茶，带薪年假,6-8K,1-3年,本科,"PHP,PHP开发经验,MySQL",2024-08-31
后端开发,PHP,海外技术负责人（PHP方向）,浙江,杭州·拱墅区·古墩路,剧点,互联网,100-499人,无,绩效奖金，年终奖，五险一金,28-35K·13薪,5-10年,本科,"PHP,PHP开发经验,架构设计经验",2024-08-31
后端开发,PHP,程序员,浙江,杭州·余杭区·仓前,东商美物,进出口贸易,0-20人,无,年终奖,15-25K,5-10年,本科,PHP,2024-08-31
后端开发,PHP,php开发工程师,浙江,杭州·钱塘区·金沙湖,吉特博通科技,互联网,不需要融资,100-499人,补充医疗保险，全勤奖，定期体检，员工旅游，生日福利，带薪年假，五险一金，团建聚餐，年终奖，夜班补助，节日福利，零食下午茶,12-24K,3-5年,本科,"PHP,MySQL/Redis/MongoDB,PHP开发经验,Web3,",2024-08-31
后端开发,PHP,高级php工程师,浙江,杭州·滨江区·长河,中鸥万鞍,互联网,天使轮,20-99人,绩效奖金，零食下午茶，保底工资，企业年金，全勤奖，底薪加提成，补充医疗保险，带薪年假，夜班补助，工龄奖，团建聚餐，定期体检，法定节假日三薪，股票期权，节假日加班费，年终奖，五险一金，意外险，加班补助，员工旅游,8-12K,3-5年,本科,"PHP,Laravel/Yii/ThinkPHP,C++,PHP开发经验,,",2024-08-31
后端开发,PHP,高级php工程师,浙江,杭州·余杭区·仓前,锦小鲤,社交网络与媒体,20-99人,无,,14-19K,3-5年,本科,"PHP,服务端开发经验",2024-08-31
后端开发,PHP,php工程师,浙江,杭州·钱塘区·金沙湖,顺历顺利科技有限公司,互联网,未融资,100-499人,底薪加提成，全勤奖，生日福利，夜班补助，团建聚餐，保底工资，工龄奖，带薪年假，加班补助，零食下午茶，五险，交通补助，节日福利，员工旅游,12-15K,3-5年,本科,"PHP,PHP开发经验,大数据项目开发经验,架构设计经验,,",2024-08-31
后端开发,PHP,后端php工程师,浙江,杭州·上城区·望江,仓谷数字,互联网,天使轮,20-99人,加班补助，团建聚餐，法定节假日三薪，股票期权，五险一金，企业年金，全勤奖，保底工资，绩效奖金，免费工装，带薪年假，零食下午茶，夜班补助，生日福利，年终奖，底薪加提成，节假日加班费，意外险，定期体检，员工旅游,8-12K,5-10年,本科,"PHP,PHP开发经验,大数据项目开发经验,架构设计经验",2024-08-31
后端开发,PHP,PHP工程师,浙江,杭州·萧山区·钱江世纪城,杭州一道科技,互联网,不需要融资,20-99人,股票期权，五险一金，带薪年假，零食下午茶，员工旅游，节日福利，年终奖,9-14K,1-3年,本科,"PHP,HTML,CSS",2024-08-31
后端开发,PHP,php开发【极差分红直销项目】,浙江,杭州·钱塘区·金沙湖,上义科技,计算机软件,B轮,100-499人,餐补，年终奖，零食下午茶，带薪年假，股票期权，五险一金，全勤奖,7000-15000元/月,经验不限,大专,"PHP开发经验,PHP",2024-08-31
后端开发,PHP,PHP,浙江,杭州·余杭区·仓前,千量科技,生活服务(O2O),天使轮,0-20人,保底工资，底薪加提成，五险一金，绩效奖金,10-15K,3-5年,大专,"Laravel,后端开发,APP后台开发,Redis,MySQL,Linux",2024-08-31
后端开发,PHP,PHP初中级开发工程师,浙江,杭州·西湖区·西溪,刚刚好影业,广播/影视,天使轮,100-499人,年终奖，节日福利，零食下午茶，员工旅游，生日福利，全勤奖，节假日加班费，绩效奖金，带薪年假，五险一金,11-20K,1-3年,大专,小程序,2024-08-31
后端开发,PHP,php,浙江,杭州·萧山区·新街,义乌协润,进出口贸易,未融资,20-99人,团建聚餐，节日福利，带薪年假，五险，全勤奖，底薪加提成，保底工资，绩效奖金，年终奖,8-12K,3-5年,大专,"PHP,Laravel/Yii/ThinkPHP,MySQL/Redis/MongoDB,,",2024-08-31
后端开发,PHP,PHP,浙江,杭州,金芒网络,计算机软件,0-20人,无,,13-14K,5-10年,本科,"PHP,PHP开发经验",2024-08-31
后端开发,PHP,PHP开发工程师（广告业务）,浙江,杭州·余杭区·五常,玩心不止,游戏,不需要融资,500-999人,补充医疗保险，全勤奖，五险一金，年终奖，定期体检，带薪年假，员工旅游，包吃，交通补助，零食下午茶，节日福利，餐补,20-30K·14薪,3-5年,本科,"PHP,LNMP/LAMP,Laravel/Yii/ThinkPHP,PHP开发经验,,",2024-08-31
后端开发,PHP,php开发工程师,浙江,杭州·滨江区·长河,杭州智团,医疗健康,C轮,100-499人,五险一金，定期体检，年终奖，餐补，交通补助,15-25K·13薪,1-3年,本科,"PHP,PHP开发经验,计算机相关专业",2024-08-31
后端开发,PHP,资深php开发工程师,浙江,杭州,耶旺国际,互联网,不需要融资,20-99人,带薪年假，节日福利，股票期权，员工旅游，零食下午茶，五险一金,15-20K,5-10年,本科,"PHP,Laravel/Yii/ThinkPHP,MySQL/Redis/MongoDB,,",2024-08-31
后端开发,PHP,高级php工程师,浙江,杭州,亿淳进出口,进出口贸易,未融资,20-99人,保底工资，底薪加提成，年终奖，定期保洁，定期体检，五险一金,16-22K,3-5年,本科,"PHP,Java,计算机相关专业,PHP开发经验",2024-08-31
后端开发,PHP,PHP工程师,浙江,杭州,幂拓科技,计算机软件,未融资,20-99人,餐补，加班补助，零食下午茶，带薪年假，员工旅游，五险一金，节日福利，年终奖,8-12K·13薪,1-3年,本科,"CSS,后端开发,HTML",2024-08-31
后端开发,PHP,PHP开发工程师,浙江,杭州·余杭区·仓前,有播,互联网,天使轮,20-99人,零食下午茶，加班补助，带薪年假，五险一金，年终奖，员工旅游,11-22K,3-5年,本科,"PHP,后端开发,移动开发,Yii,Laravel,社交,,",2024-08-31
后端开发,PHP,PHP开发,浙江,杭州·上城区·城东,杭州将游网络科技,计算机软件,未融资,0-20人,年终奖,7-12K,1-3年,大专,PHP,2024-08-31
后端开发,PHP,企业信息化主管（要会用PHP）,浙江,杭州·滨江区·长河,杭州希燃网络科技,电子商务,未融资,20-99人,零食下午茶，员工旅游，带薪年假，全勤奖，保底工资，高温补贴，团建聚餐，绩效奖金，五险一金，节日福利，生日福利，年终奖,10-15K,3-5年,本科,"PHP,PHP开发经验",2024-08-31
